customer_id,cashier_id,type,time,day,price,payment_type
CUST000001,5,Electronics,05 25,Sunday,21204.36,CASH
CUST000002,6,Fashion,13 44,Friday,1207.76,UPI
CUST000003,5,Beauty Personal Care,03 15,Wednesday,1209.74,UPI
CUST000004,5,Toys Games,21 06,Monday,3315.64,UPI
CUST000005,6,Fashion,16 18,Friday,3829.44,CARD
CUST000006,5,Home Kitchen,18 52,Sunday,2849.58,CARD
CUST000007,5,Sports Fitness,04 07,Saturday,5832.83,CARD
CUST000008,6,Fashion,03 58,Friday,1038.94,UPI
CUST000009,5,Toys Games,04 18,Sunday,4724.62,CARD
CUST000010,2,Sports Fitness,21 48,Friday,13285.97,CASH
CUST000011,5,Fashion,08 51,Saturday,3329.69,CARD
CUST000012,3,Books Stationery,02 57,Wednesday,633.37,UPI
CUST000013,4,Toys Games,12 37,Wednesday,4208.13,UPI
CUST000014,1,Grocery,08 41,Sunday,2150.73,CASH
CUST000015,1,Food,00 10,Monday,158.65,UPI
CUST000016,6,Electronics,06 00,Sunday,27807.03,CASH
CUST000017,1,Grocery,20 03,Tuesday,854.96,CASH
CUST000018,1,Home Kitchen,01 31,Friday,403.29,UPI
CUST000019,2,Healthcare,23 15,Friday,2837.14,UPI
CUST000020,6,Grocery,03 42,Saturday,1928.59,CASH
CUST000021,3,Beauty Personal Care,23 31,Sunday,959.33,UPI
CUST000022,5,Grocery,23 49,Sunday,1512.65,UPI
CUST000023,2,Grocery,01 39,Wednesday,2295.04,CARD
CUST000024,3,Food,02 00,Wednesday,508.02,UPI
CUST000025,3,Electronics,13 10,Thursday,20992.69,UPI
CUST000026,6,Beauty Personal Care,11 29,Sunday,2823.95,CASH
CUST000027,5,Beauty Personal Care,01 04,Tuesday,2290.01,UPI
CUST000028,5,Healthcare,22 31,Saturday,3473.05,CASH
CUST000029,2,Grocery,12 19,Tuesday,1358.56,UPI
CUST000030,5,Beauty Personal Care,15 30,Thursday,1577.50,UPI
CUST000031,2,Electronics,20 54,Wednesday,32764.99,CARD
CUST000032,3,Beauty Personal Care,04 53,Saturday,2794.41,UPI
CUST000033,3,Healthcare,10 10,Saturday,1271.68,CASH
CUST000034,4,Books Stationery,00 53,Saturday,1919.95,CASH
CUST000035,2,Sports Fitness,03 38,Thursday,13794.35,UPI
CUST000036,6,Toys Games,06 36,Friday,2826.91,UPI
CUST000037,4,Beauty Personal Care,18 47,Thursday,1296.79,UPI
CUST000038,4,Toys Games,16 07,Saturday,3827.35,CASH
CUST000039,4,Sports Fitness,20 08,Thursday,9066.88,CASH
CUST000040,2,Home Kitchen,21 54,Sunday,9660.71,CARD
CUST000041,1,Home Kitchen,06 05,Monday,8424.10,UPI
CUST000042,1,Electronics,01 13,Monday,21463.44,UPI
CUST000043,5,Beauty Personal Care,10 14,Monday,725.94,CARD
CUST000044,6,Beauty Personal Care,11 40,Saturday,1375.91,UPI
CUST000045,2,Toys Games,00 12,Tuesday,2488.93,CARD
CUST000046,4,Healthcare,14 30,Monday,3183.83,UPI
CUST000047,2,Home Kitchen,05 55,Monday,2824.37,CASH
CUST000048,5,Food,00 23,Friday,546.83,UPI
CUST000049,6,Sports Fitness,13 37,Wednesday,3533.95,UPI
CUST000050,4,Healthcare,16 06,Wednesday,4541.14,UPI
CUST000051,6,Home Kitchen,18 57,Saturday,4214.12,CASH
CUST000052,2,Beauty Personal Care,10 07,Wednesday,2201.18,CASH
CUST000053,3,Food,22 19,Tuesday,723.04,UPI
CUST000054,1,Toys Games,18 58,Friday,3903.38,CASH
CUST000055,5,Electronics,06 43,Thursday,20279.66,CASH
CUST000056,1,Beauty Personal Care,11 48,Wednesday,2932.94,CASH
CUST000057,4,Sports Fitness,18 15,Sunday,10037.38,CASH
CUST000058,3,Healthcare,22 24,Friday,1369.16,CARD
CUST000059,1,Grocery,21 28,Friday,674.19,CASH
CUST000060,1,Books Stationery,10 25,Thursday,462.61,CARD
CUST000061,1,Food,05 37,Wednesday,487.69,UPI
CUST000062,5,Toys Games,13 01,Wednesday,3551.21,CASH
CUST000063,4,Beauty Personal Care,23 32,Sunday,1082.90,CARD
CUST000064,5,Food,10 10,Monday,186.62,CASH
CUST000065,1,Electronics,08 06,Monday,2101.74,CASH
CUST000066,3,Grocery,16 48,Tuesday,2548.65,CARD
CUST000067,2,Books Stationery,03 17,Saturday,1556.51,CASH
CUST000068,5,Electronics,12 41,Sunday,16027.27,CARD
CUST000069,3,Sports Fitness,09 53,Tuesday,6870.37,UPI
CUST000070,1,Fashion,09 26,Friday,3742.69,CASH
CUST000071,2,Fashion,11 53,Thursday,2833.24,UPI
CUST000072,1,Toys Games,10 46,Friday,4916.94,CASH
CUST000073,6,Beauty Personal Care,19 20,Wednesday,1594.12,CASH
CUST000074,5,Healthcare,07 53,Wednesday,4637.06,CARD
CUST000075,2,Healthcare,20 33,Monday,323.84,CARD
CUST000076,6,Fashion,11 39,Sunday,1660.29,CARD
CUST000077,5,Books Stationery,08 42,Monday,1376.46,CARD
CUST000078,3,Beauty Personal Care,16 38,Saturday,2927.10,CASH
CUST000079,1,Fashion,07 35,Sunday,4028.14,CARD
CUST000080,6,Grocery,05 24,Tuesday,2547.41,CASH
